"AUDIT_ID","ACTION_TYPE","ENTITY_TYPE","ENTITY_ID","FIELD_CHANGED","OLD_VALUE","NEW_VALUE","CHANGE_SUMMARY","USER_ID","USER_ROLE","IP_ADDRESS","ACTION_TIMESTAMP"
6797,ESCALATE_ALERT,ALERT,19628,ASSIGNED_TO,analyst_kim,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.78.172.180",2025-09-17 06:26:03.000
6798,REVIEW_ALERT,ALERT,19629,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,senior_marchetti,SENIOR_ANALYST,"10.79.173.187",2026-02-17 19:43:13.000
6799,REVIEW_ALERT,ALERT,19630,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: CRITICAL. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,senior_okafor,SENIOR_ANALYST,"10.80.174.194",2025-08-14 10:56:14.000
6800,ESCALATE_ALERT,ALERT,19630,ASSIGNED_TO,senior_okafor,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.80.174.194",2025-08-14 12:56:14.000
6801,REVIEW_ALERT,ALERT,19631,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: MEDIUM. Joule analysis confirmed velocity anomaly. Proceeding with standard review.,manager_raghavan,COMPLIANCE_MANAGER,"10.81.175.201",2025-10-31 01:36:58.000
6802,REVIEW_ALERT,ALERT,19632,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: CRITICAL. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,manager_fernandez,COMPLIANCE_MANAGER,"10.82.176.208",2025-06-05 16:20:48.000
6803,REVIEW_ALERT,ALERT,19633,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: CRITICAL. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,officer_tanaka,COMPLIANCE_OFFICER,"10.83.177.215",2025-11-13 13:15:34.000
6804,ESCALATE_ALERT,ALERT,19633,ASSIGNED_TO,officer_tanaka,senior_okafor,Alert escalated to SENIOR_ANALYST due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.83.177.215",2025-11-13 15:15:34.000
6805,REVIEW_ALERT,ALERT,19634,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: MEDIUM. Joule analysis confirmed suspicious structuring. Proceeding with standard review.,officer_dubois,COMPLIANCE_OFFICER,"10.84.178.222",2024-10-18 13:22:47.000
6806,REVIEW_ALERT,ALERT,19635,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: MEDIUM. Joule analysis confirmed threshold breach pattern. Proceeding with standard review.,analyst_chen,AML_ANALYST,"10.85.179.229",2025-08-19 19:56:26.000
6807,REVIEW_ALERT,ALERT,19636,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: HIGH. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,analyst_patel,AML_ANALYST,"10.86.180.236",2024-05-08 13:36:31.000
6808,ESCALATE_ALERT,ALERT,19636,ASSIGNED_TO,analyst_patel,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.86.180.236",2024-05-08 15:36:31.000
6809,REVIEW_ALERT,ALERT,19637,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,analyst_okonkwo,AML_ANALYST,"10.87.181.243",2024-07-19 07:56:31.000
6810,ESCALATE_ALERT,ALERT,19637,ASSIGNED_TO,analyst_okonkwo,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.87.181.243",2024-07-19 10:56:31.000
6811,REVIEW_ALERT,ALERT,19638,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: HIGH. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,analyst_silva,AML_ANALYST,"10.88.182.250",2025-05-15 07:55:17.000
6812,REVIEW_ALERT,ALERT,19639,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,analyst_kim,AML_ANALYST,"10.89.183.1",2026-03-02 18:59:40.000
6813,ESCALATE_ALERT,ALERT,19639,ASSIGNED_TO,analyst_kim,senior_okafor,Alert escalated to SENIOR_ANALYST due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.89.183.1",2026-03-02 20:59:40.000
6814,REVIEW_ALERT,ALERT,19640,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,senior_marchetti,SENIOR_ANALYST,"10.90.184.8",2025-12-18 15:58:43.000
6815,ESCALATE_ALERT,ALERT,19640,ASSIGNED_TO,senior_marchetti,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.90.184.8",2025-12-18 18:58:43.000
6816,REVIEW_ALERT,ALERT,19641,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: CRITICAL. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,senior_okafor,SENIOR_ANALYST,"10.91.185.15",2025-10-17 15:09:26.000
6817,REVIEW_ALERT,ALERT,19642,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,manager_raghavan,COMPLIANCE_MANAGER,"10.92.186.22",2025-02-24 13:01:19.000
6818,ESCALATE_ALERT,ALERT,19642,ASSIGNED_TO,manager_raghavan,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.92.186.22",2025-02-24 15:01:19.000
6819,REVIEW_ALERT,ALERT,19643,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,manager_fernandez,COMPLIANCE_MANAGER,"10.93.187.29",2024-03-14 06:39:04.000
6820,ESCALATE_ALERT,ALERT,19643,ASSIGNED_TO,manager_fernandez,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.93.187.29",2024-03-14 09:39:04.000
6821,REVIEW_ALERT,ALERT,19644,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,officer_tanaka,COMPLIANCE_OFFICER,"10.94.188.36",2026-01-13 15:06:44.000
6822,REVIEW_ALERT,ALERT,19645,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: HIGH. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,officer_dubois,COMPLIANCE_OFFICER,"10.95.189.43",2024-08-24 09:08:53.000
6823,ESCALATE_ALERT,ALERT,19645,ASSIGNED_TO,officer_dubois,senior_okafor,Alert escalated to SENIOR_ANALYST due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.95.189.43",2024-08-24 11:08:53.000
6824,REVIEW_ALERT,ALERT,19646,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,analyst_chen,AML_ANALYST,"10.96.190.50",2025-12-24 13:05:47.000
6825,ESCALATE_ALERT,ALERT,19646,ASSIGNED_TO,analyst_chen,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.96.190.50",2025-12-24 16:05:47.000
6826,REVIEW_ALERT,ALERT,19647,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: MEDIUM. Joule analysis confirmed geographic risk signal. Proceeding with standard review.,analyst_patel,AML_ANALYST,"10.97.191.57",2025-12-14 12:38:31.000
6827,REVIEW_ALERT,ALERT,19648,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: CRITICAL. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,analyst_okonkwo,AML_ANALYST,"10.98.192.64",2026-03-04 11:01:24.000
6828,ESCALATE_ALERT,ALERT,19648,ASSIGNED_TO,analyst_okonkwo,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.98.192.64",2026-03-04 13:01:24.000
6829,REVIEW_ALERT,ALERT,19649,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: CRITICAL. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,analyst_silva,AML_ANALYST,"10.99.193.71",2025-10-02 09:53:48.000
6830,ESCALATE_ALERT,ALERT,19649,ASSIGNED_TO,analyst_silva,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.99.193.71",2025-10-02 12:53:48.000
6831,REVIEW_ALERT,ALERT,19650,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,analyst_kim,AML_ANALYST,"10.50.194.78",2025-02-18 09:16:37.000
6832,REVIEW_ALERT,ALERT,19651,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: CRITICAL. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,senior_marchetti,SENIOR_ANALYST,"10.51.195.85",2024-03-19 12:20:42.000
6833,ESCALATE_ALERT,ALERT,19651,ASSIGNED_TO,senior_marchetti,senior_okafor,Alert escalated to SENIOR_ANALYST due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.51.195.85",2024-03-19 14:20:42.000
6834,REVIEW_ALERT,ALERT,19652,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: MEDIUM. Joule analysis confirmed geographic risk signal. Proceeding with standard review.,senior_okafor,SENIOR_ANALYST,"10.52.196.92",2024-01-15 04:37:34.000
6835,REVIEW_ALERT,ALERT,19653,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: MEDIUM. Joule analysis confirmed counterparty exposure. Proceeding with standard review.,manager_raghavan,COMPLIANCE_MANAGER,"10.53.197.99",2024-09-01 03:51:23.000
6836,REVIEW_ALERT,ALERT,19654,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: CRITICAL. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,manager_fernandez,COMPLIANCE_MANAGER,"10.54.198.106",2025-07-17 22:31:53.000
6837,ESCALATE_ALERT,ALERT,19654,ASSIGNED_TO,manager_fernandez,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.54.198.106",2025-07-18 00:31:53.000
6838,REVIEW_ALERT,ALERT,19655,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: HIGH. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,officer_tanaka,COMPLIANCE_OFFICER,"10.55.199.113",2024-11-10 13:27:13.000
6839,ESCALATE_ALERT,ALERT,19655,ASSIGNED_TO,officer_tanaka,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.55.199.113",2024-11-10 16:27:13.000
6840,REVIEW_ALERT,ALERT,19656,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: CRITICAL. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,officer_dubois,COMPLIANCE_OFFICER,"10.56.200.120",2025-10-16 08:16:55.000
6841,REVIEW_ALERT,ALERT,19657,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: MEDIUM. Joule analysis confirmed geographic risk signal. Proceeding with standard review.,analyst_chen,AML_ANALYST,"10.57.201.127",2024-02-06 09:49:10.000
6842,REVIEW_ALERT,ALERT,19658,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: CRITICAL. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,analyst_patel,AML_ANALYST,"10.58.202.134",2025-10-13 23:03:31.000
6843,ESCALATE_ALERT,ALERT,19658,ASSIGNED_TO,analyst_patel,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.58.202.134",2025-10-14 02:03:31.000
6844,REVIEW_ALERT,ALERT,19659,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,analyst_okonkwo,AML_ANALYST,"10.59.203.141",2024-04-03 07:19:28.000
6845,REVIEW_ALERT,ALERT,19660,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: MEDIUM. Joule analysis confirmed threshold breach pattern. Proceeding with standard review.,analyst_silva,AML_ANALYST,"10.60.204.148",2025-08-18 08:49:21.000
6846,REVIEW_ALERT,ALERT,19661,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: CRITICAL. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,analyst_kim,AML_ANALYST,"10.61.205.155",2024-07-12 04:36:50.000
6847,ESCALATE_ALERT,ALERT,19661,ASSIGNED_TO,analyst_kim,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.61.205.155",2024-07-12 07:36:50.000
6848,REVIEW_ALERT,ALERT,19662,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: CRITICAL. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,senior_marchetti,SENIOR_ANALYST,"10.62.206.162",2026-03-29 13:27:35.000
6849,REVIEW_ALERT,ALERT,19663,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: HIGH. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,senior_okafor,SENIOR_ANALYST,"10.63.207.169",2025-02-18 17:27:06.000
6850,ESCALATE_ALERT,ALERT,19663,ASSIGNED_TO,senior_okafor,senior_okafor,Alert escalated to SENIOR_ANALYST due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.63.207.169",2025-02-18 19:27:06.000
6851,REVIEW_ALERT,ALERT,19664,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: MEDIUM. Joule analysis confirmed suspicious structuring. Proceeding with standard review.,manager_raghavan,COMPLIANCE_MANAGER,"10.64.208.176",2024-10-22 04:52:58.000
6852,REVIEW_ALERT,ALERT,19665,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: CRITICAL. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,manager_fernandez,COMPLIANCE_MANAGER,"10.65.209.183",2024-03-30 04:13:12.000
6853,REVIEW_ALERT,ALERT,19666,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: CRITICAL. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,officer_tanaka,COMPLIANCE_OFFICER,"10.66.210.190",2024-07-31 11:29:38.000
6854,ESCALATE_ALERT,ALERT,19666,ASSIGNED_TO,officer_tanaka,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.66.210.190",2024-07-31 13:29:38.000
6855,REVIEW_ALERT,ALERT,19667,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: MEDIUM. Joule analysis confirmed geographic risk signal. Proceeding with standard review.,officer_dubois,COMPLIANCE_OFFICER,"10.67.211.197",2025-04-21 07:43:58.000
6856,REVIEW_ALERT,ALERT,19668,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,analyst_chen,AML_ANALYST,"10.68.212.204",2026-03-07 17:16:30.000
6857,REVIEW_ALERT,ALERT,19669,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: CRITICAL. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,analyst_patel,AML_ANALYST,"10.69.213.211",2024-07-07 03:41:01.000
6858,ESCALATE_ALERT,ALERT,19669,ASSIGNED_TO,analyst_patel,senior_okafor,Alert escalated to SENIOR_ANALYST due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.69.213.211",2024-07-07 05:41:01.000
6859,REVIEW_ALERT,ALERT,19670,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: MEDIUM. Joule analysis confirmed threshold breach pattern. Proceeding with standard review.,analyst_okonkwo,AML_ANALYST,"10.70.214.218",2024-12-09 00:51:25.000
6860,REVIEW_ALERT,ALERT,19671,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: HIGH. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,analyst_silva,AML_ANALYST,"10.71.215.225",2024-01-23 09:30:12.000
6861,REVIEW_ALERT,ALERT,19672,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: MEDIUM. Joule analysis confirmed geographic risk signal. Proceeding with standard review.,analyst_kim,AML_ANALYST,"10.72.216.232",2025-04-24 12:15:29.000
6862,REVIEW_ALERT,ALERT,19673,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: CRITICAL. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,senior_marchetti,SENIOR_ANALYST,"10.73.217.239",2025-05-04 09:17:07.000
6863,ESCALATE_ALERT,ALERT,19673,ASSIGNED_TO,senior_marchetti,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.73.217.239",2025-05-04 12:17:07.000
6864,REVIEW_ALERT,ALERT,19674,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: CRITICAL. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,senior_okafor,SENIOR_ANALYST,"10.74.218.246",2024-03-23 01:45:59.000
6865,REVIEW_ALERT,ALERT,19675,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: HIGH. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,manager_raghavan,COMPLIANCE_MANAGER,"10.75.219.253",2024-03-14 16:48:51.000
6866,ESCALATE_ALERT,ALERT,19675,ASSIGNED_TO,manager_raghavan,senior_okafor,Alert escalated to SENIOR_ANALYST due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.75.219.253",2024-03-14 18:48:51.000
6867,REVIEW_ALERT,ALERT,19676,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: CRITICAL. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,manager_fernandez,COMPLIANCE_MANAGER,"10.76.220.4",2025-09-25 16:34:40.000
6868,ESCALATE_ALERT,ALERT,19676,ASSIGNED_TO,manager_fernandez,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.76.220.4",2025-09-25 19:34:40.000
6869,REVIEW_ALERT,ALERT,19677,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: HIGH. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,officer_tanaka,COMPLIANCE_OFFICER,"10.77.221.11",2025-12-28 02:56:19.000
6870,REVIEW_ALERT,ALERT,19678,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: MEDIUM. Joule analysis confirmed counterparty exposure. Proceeding with standard review.,officer_dubois,COMPLIANCE_OFFICER,"10.78.222.18",2024-03-03 19:01:26.000
